jid,nid,last_name,first_name,middle_name,suffix,birth_month,birth_day,birth_year,birth_city,birth_state,gender,race_or_ethnicity,court_type
1201,1382936,Jones,Okla, ,II,9,23,1945,Natchitoches,LA,Male,African American,U.S. District Court
1202,1382941,Jones,Paul,J., ,11,4,1880,Youngstown,OH,Male,White,U.S. District Court
3160,1392636,Jones,Richard,A., ,,,1950,Seattle,WA,Male,African American,U.S. District Court
3041,1392041,Jones,Robert,Clive, ,,,1947,Las Vegas,NV,Male,White,U.S. District Court
1203,1382946,Jones,Robert,Edward, ,,,1927,Portland,OR,Male,White,U.S. District Court
1204,1382951,Jones,Shirley,Brannock, ,6,27,1925,Cambridge,MD,Female,White,U.S. District Court
3358,1393626,Jones,Steve,CarMichael, ,,,1957,Athens,GA,Male,African American,U.S. District Court
1205,1382956,Jones,Thomas,Goode, ,11,26,1844,Macon,GA,Male,White,U.S. District Court
1206,1382961,Jones,Warren,Leroy, ,7,2,1895,Gordon,NE,Male,White,U.S. Court of Appeals
1207,1382966,Jones,William,Blakely, ,3,20,1907,Cedar Rapids,IA,Male,White,U.S. District Court
1208,1382971,Jones,William,Giles, ,11,7,1808,Powhatan County,VA,Male,White,U.S. District Court
1209,1382976,Jones,Woodrow,Wilson, ,1,26,1914,Rutherfordton,NC,Male,White,U.S. District Court
3152,1392596,Jonker,Robert,James, ,,,1960,Holland,MI,Male,White,U.S. District Court
2831,1390991,Jordan,Adalberto,Jose, ,,,1961,Havana,Cuba,Male,Hispanic,U.S. District Court
3126,1392466,Jordan,Daniel,Porter,III,,,1964,Fort Bragg,NC,Male,White,U.S. District Court
2974,1391706,Jordan,Kent,A., ,,,1957,West Point,NY,Male,White,U.S. District Court
1210,1382981,Jordan,Robert,Leon, ,,,1934,Woodlawn,TN,Male,White,U.S. District Court
6834676,6834676,Jordan,Sean,D.,,,,1965,New York,NY,Male,White,U.S. District Court
2923,1391451,Jorgenson,Cindy,K., ,,,1953,Fort Ord,CA,Female,White,U.S. District Court
1211,1382986,Joyce,Matthew,M., ,4,29,1877,Emmetsburg,IA,Male,White,U.S. District Court
1212,1382991,Joyner,J.,Curtis, ,,,1948,Newberry,SC,Male,African American,U.S. District Court
1213,1382996,Judd,Orrin,Grimmell, ,9,6,1906,Brooklyn,NY,Male,White,U.S. District Court
1214,1383001,Judson,Andrew,Thompson, ,11,29,1784,Eastford,CT,Male,White,U.S. District Court
1215,1383006,Juergens,William,George, ,9,7,1904,Steeleville,IL,Male,White,U.S. District Court
1216,1383011,Julian,Anthony, , ,3,25,1902, ,Italy,Male,White,U.S. District Court
5373566,5373566,Juneau,Michael,Joseph,,,,1962,Monroe,LA,Male,White,U.S. District Court
2990,1391786,Junell,Robert,A., ,,,1947,El Paso,TX,Male,White,U.S. District Court
5197976,5197976,Jung,William,Frederic,,,,1958,Fort Belvoir,VA,Male,White,U.S. District Court
1217,1383016,Justice,William,Wayne, ,2,25,1920,Athens,TX,Male,White,U.S. District Court
6631056,6631056,Kacsmaryk,Matthew,Joseph,,,,1977,Gainesville,FL,Male,White,U.S. District Court
1218,1383021,Kaess,Frederick,William, ,12,1,1910,Detroit,MI,Male,White,U.S. District Court
3289,1393281,Kagan,Elena, , ,,,1960,New York,NY,Female,White,Supreme Court
1219,1383026,Kahn,Lawrence,E., ,,,1937,Troy,NY,Male,White,U.S. District Court
1220,1383031,Kalbfleisch,Girard,Edward, ,8,3,1899,Piqua,OH,Male,White,U.S. District Court
3225,1392961,Kallon,Abdul,K., ,,,1969,Freetown,Sierra Leone,Male,African American,U.S. District Court
1221,1383036,Kalodner,Harry,Ellis, ,3,28,1896,Philadelphia,PA,Male,White,U.S. District Court
1222,1383041,Kampf,Edward,S., ,10,14,1900,Albany,NY,Male,White,U.S. District Court
1223,1383046,Kane,John,Kintzing, ,5,16,1795,Albany,NY,Male,White,U.S. District Court
1224,1383051,Kane,John,L.,Jr.,,,1937,Tucumcari,NM,Male,White,U.S. District Court
2796,1390816,Kane,Yvette, , ,,,1953,Donaldsonville,LA,Female,White,U.S. District Court
1225,1383056,Kanne,Michael,Stephen, ,,,1938,Rensselaer,IN,Male,White,U.S. District Court
3146,1392566,Kapala,Frederick,J., ,,,1950,Rockford,IL,Male,White,U.S. District Court
1226,1383061,Kaplan,Lewis,A., ,,,1944,Staten Island,NY,Male,White,U.S. District Court
3057,1392121,Karas,Kenneth,M., ,,,1964,Colorado Springs,CO,Male,White,U.S. District Court
1227,1383066,Karlton,Lawrence,K., ,5,28,1935,Brooklyn,NY,Male,White,U.S. District Court
2703,1390366,Kashiwa,Shiro, , ,10,24,1912,Kohala,HI,Male,Asian American,Other
4022736,4022736,Katsas,Gregory,George,,,,1964,Boston,MA,Male,White,U.S. Court of Appeals
1228,1383071,Katz,David,A., ,11,1,1933,Toldeo,OH,Male,White,U.S. District Court
1229,1383076,Katz,Marvin, , ,11,22,1930,Philadelphia,PA,Male,White,U.S. District Court
3606,1394861,Katzmann,Gary,S., ,,,1953,New York,NY,Male,White,Other
2828,1390976,Katzmann,Robert,A., ,,,1953,New York,NY,Male,White,U.S. Court of Appeals
2735,1390516,Kauffman,Bruce,William, ,,,1934,Atlantic City,NJ,Male,White,U.S. District Court
1230,1383081,Kaufman,Frank,Albert, ,3,4,1916,Baltimore,MD,Male,White,U.S. District Court
1231,1383086,Kaufman,Irving,Robert, ,6,24,1910,New York,NY,Male,White,U.S. District Court
1232,1383091,Kaufman,Samuel,Hamilton, ,10,26,1893,New York,NY,Male,White,U.S. District Court
3114,1392406,Kavanaugh,Brett,M., ,,,1965,Washington,DC,Male,White,U.S. Court of Appeals
1233,1383096,Kay,Alan,Cooke, ,,,1932,Honolulu,HI,Male,White,U.S. District Court
3458,1394121,Kayatta,William,Joseph,Jr.,,,1953,Pawtucket,RI,Male,White,U.S. Court of Appeals
3176,1392716,Kays,David,Gregory, ,,,1962,Kansas City,MO,Male,White,U.S. District Court
1234,1383101,Kazen,George,P., ,,,1940,Laredo,TX,Male,White,U.S. District Court
1235,1383106,Keady,William,Colbert, ,4,2,1913,Greenville,MS,Male,White,U.S. District Court
3572,1394691,Kearney,Mark,A., ,,,1962,Philadelphia,PA,Male,White,U.S. District Court
1236,1383111,Kearse,Amalya,Lyle, ,,,1937,Vauxhall,NJ,Female,African American,U.S. Court of Appeals
1237,1383116,Keech,Richmond,Bowling, ,11,28,1896,Washington,DC,Male,White,U.S. District Court
3307,1393371,Keefe,William,John, ,11,17,1873,Clinton,IA,Male,White,Other
1238,1383121,Keeley,Irene,Patricia Murphy, ,,,1944,Brooklyn,NY,Female,White,U.S. District Court
1239,1383126,Keeling,Walter,Angus, ,11,22,1873,Kosse,TX,Male,White,U.S. District Court
3231,1392991,Keenan,Barbara,Milano, ,,,1950,Vienna,Austria,Female,White,U.S. Court of Appeals
1240,1383131,Keenan,John,Fontaine, ,,,1929,New York,NY,Male,White,U.S. District Court
1241,1383136,Keep,Judith,Nelsen, ,3,24,1944,Omaha,NE,Female,White,U.S. District Court
1242,1383141,Keeton,Robert,Ernest, ,12,16,1919,Clarksville,TX,Male,White,U.S. District Court
1243,1383146,Kehoe,James,W., ,9,27,1925,Portsmouth,VA,Male,White,U.S. District Court
1244,1383151,Keith,Damon,Jerome, ,7,4,1922,Detroit,MI,Male,African American,U.S. District Court
1245,1383156,Kellam,Richard,Boykin, ,5,30,1909,Princess Anne County,VA,Male,White,U.S. District Court
1246,1383161,Kelleher,Robert,Joseph, ,5,5,1913,New York,NY,Male,White,U.S. District Court
1247,1383166,Keller,Benjamin,Franklin, ,4,21,1857,Boalsburg,PA,Male,White,U.S. District Court
1248,1383171,Keller,William,Duffy, ,,,1934,Los Angeles,CA,Male,White,U.S. District Court
3069,1392181,Kelley,Walter,DeKalb,Jr.,,,1955,Norfolk,VA,Male,White,U.S. District Court
3479,1394226,Kelly,Claire,Rita, ,,,1965,New York,NY,Female,White,Other
1249,1383176,Kelly,James,McGirr, ,3,24,1928,Philadelphia,PA,Male,White,U.S. District Court
3471,1394186,Kelly,Jane,Louise, ,,,1964,Greencastle,IN,Female,White,U.S. Court of Appeals
2783,1390751,Kelly,John,David, ,10,9,1934,Grand Forks,ND,Male,White,U.S. Court of Appeals
1250,1383181,Kelly,Patrick,F., ,6,25,1929,Wichita,KS,Male,White,U.S. District Court
1251,1383186,Kelly,Paul,Joseph,Jr.,,,1940,Freeport,NY,Male,White,U.S. Court of Appeals
1252,1383191,Kelly,Robert,F., ,,,1935,Rosemont,PA,Male,White,U.S. District Court
3687506,3687506,Kelly,Timothy,James,,,,1969,Glen Cove,NY,Male,White,U.S. District Court
3098,1392326,Kendall,Virginia,Mary, ,,,1962,Evanston,IL,Female,White,U.S. District Court
1254,1383201,Kendall,Elton,Joe, ,,,1954,Dallas,TX,Male,White,U.S. District Court
1253,1383196,Kennamer,Charles,Brents, ,11,25,1874,Marshall County,AL,Male,White,U.S. District Court
1255,1383206,Kennamer,Franklin,Elmore, ,1,12,1879,Kennamer Cove,AL,Male,White,U.S. District Court
1256,1383211,Kennedy,Anthony,McLeod, ,,,1936,Sacramento,CA,Male,White,U.S. Court of Appeals
1257,1383216,Kennedy,Cornelia,Groefsema, ,8,4,1923,Detroit,MI,Female,White,U.S. District Court
1258,1383221,Kennedy,Harold,Maurice, ,8,6,1895,Brooklyn,NY,Male,White,U.S. District Court
2736,1390521,Kennedy,Henry,Harold,Jr.,,,1948,Columbia,SC,Male,African American,U.S. District Court
1259,1383226,Kennedy,Thomas,Blake, ,4,4,1874,Commerce,MI,Male,White,U.S. District Court
2821,1390941,Kennelly,Matthew,F., ,,,1956,Marion,IN,Male,White,U.S. District Court
1260,1383231,Kennerly,Thomas,Martin, ,1,24,1874,Lee County,TX,Male,White,U.S. District Court
5375101,5375101,Kenney,Chad,Francis,Sr.,,,1955,Upper Darby,PA,Male,White,U.S. District Court
1261,1383236,Kent,Samuel,B., ,,,1949,Denver,CO,Male,White,U.S. District Court
1262,1383241,Kent,W.,Wallace, ,5,1,1916,Galesburg,MI,Male,White,U.S. District Court
1263,1383246,Kenyon,David,Vreeland, ,9,10,1930,San Marino,CA,Male,White,U.S. District Court
1264,1383251,Kenyon,William,Squire, ,6,10,1869,Elyria,OH,Male,White,U.S. Court of Appeals
1265,1383256,Kern,Terence,C., ,,,1944,Clinton,OK,Male,White,U.S. District Court
1267,1383266,Kerner,Otto, ,Jr.,8,15,1908,Chicago,IL,Male,White,U.S. Court of Appeals
1266,1383261,Kerner,Otto, ,Sr.,2,22,1884,Chicago,IL,Male,White,U.S. Court of Appeals
5374586,5374586,Kernodle,Jeremy,Daniel,,,,1976,Memphis,TN,Male,White,U.S. District Court
1268,1383271,Kerr,Ewing,Thomas, ,1,21,1900,Bowie,TX,Male,White,U.S. District Court
1269,1383276,Kerrigan,Frank,Henry, ,9,17,1868,Contra Costa County,CA,Male,White,U.S. District Court
1270,1383281,Kessler,Gladys, , ,,,1938,New York,NY,Female,White,U.S. District Court
1271,1383286,Ketcham,Winthrop,Welles, ,6,29,1820,Wilkes-Barre,PA,Male,White,U.S. District Court
3593,1394796,Ketchmark,Roseann,Ambrosia, ,,,1963,Lindsay,OK,Female,White,U.S. District Court
3179,1392731,Kethledge,Raymond,M., ,,,1966,Summit,NJ,Male,White,U.S. Court of Appeals
1272,1383291,Key,David,McKendree, ,1,27,1824,Greene County,TN,Male,White,U.S. District Court
1273,1383296,Key,Philip,Barton, ,4,12,1757,near Charlestown,MD,Male,White,U.S. Circuit Court (1801-1802)
1274,1383301,Kidd,William,Matthew, ,6,15,1918,Burnsville,WV,Male,White,U.S. District Court
1275,1383306,Kiley,Roger,Joseph, ,10,23,1900,Chicago,IL,Male,White,U.S. Court of Appeals
1277,1383311,Kilkenny,John,Francis, ,10,26,1901,Heppner,OR,Male,White,U.S. District Court
1278,1383316,Killits,John,Milton, ,10,7,1858,Lithopolis,OH,Male,White,U.S. District Court
2812,1390896,Kilty,William, , ,,,1757,London,England,Male,White,U.S. Circuit Court (other)
2737,1390526,Kimball,Dale,A., ,,,1939,Provo,UT,Male,White,U.S. District Court
3308,1393376,Kincheloe,David,Hayes, ,4,9,1877,Sacramento,KY,Male,White,Other
1279,1383321,King,Alexander,Campbell, ,12,7,1856,Charleston,SC,Male,White,U.S. Court of Appeals
1963,1386716,King,Carolyn,Dineen, ,,,1938,Syracuse,NY,Female,White,U.S. Court of Appeals
2769,1390681,King,Garr,M., ,1,28,1936,Pocatello,ID,Male,White,U.S. District Court
1280,1383326,King,George,H., ,,,1951,Shanghai,China,Male,Asian American,U.S. District Court
1281,1383331,King,James,Lawrence, ,,,1927,Miami,FL,Male,White,U.S. District Court
2790,1390786,King,Robert,Bruce, ,,,1940,White Sulphur Springs,WV,Male,White,U.S. Court of Appeals
1282,1383336,King,Samuel,Pailthorpe, ,4,13,1916,Hankow,China,Male,Pacific Islander/White,U.S. District Court
2971,1391691,Kinkeade,James,E., ,,,1951,Denton,TX,Male,White,U.S. District Court
1283,1383341,Kinneary,Joseph,Peter, ,9,19,1905,Cincinnati,OH,Male,White,U.S. District Court
1284,1383346,Kirkland,Alfred,Younges,Sr.,10,6,1917,Elgin,IL,Male,White,U.S. District Court
1285,1383351,Kirkland,James,Robert, ,2,15,1903,Wilmington,DE,Male,White,U.S. District Court
1286,1383356,Kirkpatrick,Andrew, , ,10,8,1844,Washington,DC,Male,White,U.S. District Court
1287,1383361,Kirkpatrick,William,Huntington, ,10,2,1885,Easton,PA,Male,White,U.S. District Court
1288,1383366,Kiser,Jackson,L., ,,,1929,Welch,WV,Male,White,U.S. District Court
1289,1383371,Kitchen,John,Joseph, ,12,29,1911,Camden,NJ,Male,White,U.S. District Court
2970,1391686,Klausner,Robert,Gary, ,,,1941,Los Angeles,CA,Male,White,U.S. District Court
5374581,5374581,Kleeh,Thomas,Shawn,,,,1974,Wheeling,WV,Male,White,U.S. District Court
1290,1383376,Kleinfeld,Andrew,Jay, ,,,1945,New York,NY,Male,White,U.S. District Court
1291,1383381,Kloeb,Frank,Le Blond, ,6,16,1890,Celina,OH,Male,White,U.S. District Court
1292,1383386,Knapp,Dennis,Raymond, ,5,13,1912,Bee,WV,Male,White,U.S. District Court
1293,1383391,Knapp,Martin,Augustine, ,11,6,1843,Spafford,NY,Male,White,U.S. Circuit Court (1869-1911)
1294,1383396,Knapp,Percy,Whitman, ,2,24,1909,New York,NY,Male,White,U.S. District Court
1295,1383401,Knappen,Loyal,Edwin, ,1,27,1854,Hastings,MI,Male,White,U.S. District Court
1296,1383406,Knight,John, , ,4,29,1871,Arcade,NY,Male,White,U.S. District Court
1297,1383411,Knoch,Winfred,George, ,5,24,1895,Naperville,IL,Male,White,U.S. District Court
1298,1383416,Knous,William,Lee, ,2,2,1889,Ouray,CO,Male,White,U.S. District Court
1299,1383421,Knowles,Hiram, , ,1,18,1834,Penobscot,ME,Male,White,U.S. District Court
1300,1383426,Knowles,John,Power, ,6,13,1808,Providence,RI,Male,White,U.S. District Court
1301,1383431,Knox,John,Clark, ,10,13,1881,Waynesburg,PA,Male,White,U.S. District Court
1302,1383436,Knox,William,W., ,6,18,1911,Erie,PA,Male,White,U.S. District Court
3344,1393556,Kobayashi,Leslie,Emi, ,,,1957,Mount Holly,NJ,Female,Asian American,U.S. District Court
5675191,5675191,Kobes,Jonathan,Allen,,,,1974,Sioux City,IA,Male,White,U.S. Court of Appeals
1303,1383441,Kocoras,Charles,Petros, ,,,1938,Chicago,IL,Male,White,U.S. District Court
1304,1383446,Koelsch,Montgomery,Oliver, ,3,5,1912,Boise,ID,Male,White,U.S. Court of Appeals
1305,1383451,Koeltl,John,George, ,,,1945,New York,NY,Male,White,U.S. District Court
3279,1393231,Koh,Lucy,Haeran, ,,,1968,Washington,DC,Female,Asian American,U.S. District Court
1306,1383456,Kohlsaat,Christian,Cecil, ,1,8,1844,near Albion,IL,Male,White,U.S. District Court
1307,1383461,Kollar-Kotelly,Colleen, , ,,,1943,New York,NY,Female,White,U.S. District Court
7460631,7460631,Komitee,Eric,Ross,,,,1970,Freeport,NY,Male,White,U.S. District Court
1308,1383466,Kopf,Richard,George, ,,,1946,Toledo,OH,Male,White,U.S. District Court
1309,1383471,Korman,Edward,Robert, ,,,1942,New York,NY,Male,White,U.S. District Court
1310,1383476,Kornmann,Charles,B., ,,,1937,Watertown,SD,Male,White,U.S. District Court
1311,1383481,Koscinski,Arthur,A., ,4,1,1887,Posen,Poland,Male,White,U.S. District Court
1312,1383486,Kosik,Edwin,Michael, ,5,5,1925,Dupont,PA,Male,White,U.S. District Court
1313,1383491,Kovachevich,Elizabeth,Anne, ,,,1936,Canton,IL,Female,White,U.S. District Court
7223861,7223861,Kovner,Rachel,Peter,,,,1979,New York,NY,Female,White,U.S. District Court
1314,1383496,Kozinski,Alex, , ,,,1950,Bucharest,Romania,Male,White,U.S. Court of Appeals
1315,1383501,Kraft,Charles,William,Jr.,12,14,1903,Philadelphia,PA,Male,White,U.S. District Court
1316,1383506,Kram,Shirley,Wohl, ,12,25,1922,New York,NY,Female,White,U.S. District Court
3554,1394601,Krause,Cheryl,Ann, ,,,1968,St. Louis,MO,Female,White,U.S. Court of Appeals
1317,1383511,Kravitch,Phyllis,A., ,8,23,1920,Savanah,GA,Female,White,U.S. Court of Appeals
3005,1391861,Kravitz,Mark,R., ,6,21,1950,Philadelphia,PA,Male,White,U.S. District Court
1318,1383516,Krekel,Arnold, , ,3,12,1815,Langenfeld,Germany,Male,White,U.S. District Court
1319,1383521,Krentzman,Isaac,Benjamin,Jr.,3,21,1914,Milton,FL,Male,White,U.S. District Court
1320,1383526,Krenzler,Alvin,I., ,4,8,1921,Chicago,IL,Male,White,U.S. District Court
2914,1391406,Krieger,Marcia,S., ,,,1954,Denver,CO,Female,White,U.S. District Court
3368,1393676,Kronstadt,John,Arnold, ,,,1951,Washington,DC,Male,White,U.S. District Court
1321,1383531,Krupansky,Robert,B., ,8,15,1921,Cleveland,OH,Male,White,U.S. District Court
2977,1391721,Kugler,Robert,B., ,,,1950,Camden,NJ,Male,White,U.S. District Court
3388,1393776,Kuntz,William,Francis,II,,,1950,New York,NY,Male,African American,U.S. District Court
1322,1383536,Kunzel,Fred, , ,6,2,1901,Buffalo,NY,Male,White,U.S. District Court
3267,1393171,Kunzig,Robert,Lowe, ,10,31,1918,Philadelphia,PA,Male,White,Other
1323,1383541,Kyle,Richard,House, ,,,1937,St. Paul,MN,Male,White,U.S. District Court
1339,1383616,La Plata,George, , ,10,17,1924,Detroit,MI,Male,Hispanic,U.S. District Court
1324,1383546,LaBuy,Walter,J., ,7,25,1888,Dodge County,WI,Male,White,U.S. District Court
1325,1383551,Lacey,Frederick,Bernard, ,9,9,1920,Newark,NJ,Male,White,U.S. District Court
1326,1383556,Lacombe,Emile,Henry, ,1,29,1846,New York,NY,Male,White,U.S. Circuit Court (1869-1911)
1327,1383561,Laffitte,H?ctor,Manuel, ,,,1934,Ponce,Puerto Rico,Male,Hispanic,U.S. District Court
7395471,7395471,Lagoa,Barbara,,,,,1967,Miami,FL,Female,Hispanic,U.S. Court of Appeals
1328,1383566,Lagueux,Ronald,Rene, ,,,1931,Lewiston,ME,Male,White,U.S. District Court
1329,1383571,Lake,Simeon,Timothy,III,,,1944,Chicago,IL,Male,White,U.S. District Court
1330,1383576,Lamar,Joseph,Rucker, ,10,14,1857,Cedar Grove,GA,Male,White,Supreme Court
1331,1383581,Lamar,Lucius,Quintus Cincinnatus, ,9,17,1825,Eatonton,GA,Male,White,Supreme Court
1332,1383586,Lambdin,William,Wallace, ,10,25,1861,Upson County,GA,Male,White,U.S. District Court
1333,1383591,Lamberth,Royce,C., ,,,1943,San Antonio,TX,Male,White,U.S. District Court
1334,1383596,Lambros,Thomas,Demetrios, ,2,4,1930,Ashtabula,OH,Male,White,U.S. District Court
1335,1383601,Lancaster,Gary,L., ,8,14,1949,Brownsville,PA,Male,African American,U.S. District Court
2911,1391391,Land,Clay,D., ,,,1960,Shreveport,LA,Male,White,U.S. District Court
3206,1392866,Landis,Frederick, , ,1,17,1912,Logansport,IN,Male,White,Other
1337,1383606,Landis,Kenesaw,Mountain, ,11,20,1866,Millville,OH,Male,White,U.S. District Court
1338,1383611,Lane,Arthur,Stephen, ,12,26,1910,Arlington,MA,Male,White,U.S. District Court
3313,1393401,Lane,Donald,Edward, ,6,10,1909,Chevy Chase,MD,Male,White,Other
1340,1383621,Lane,George,Washington, ,,,1806,Cherokee County,GA,Male,White,U.S. District Court
3222,1392946,Lange,Roberto,Antonio, ,,,1963,Pamplona,Spain,Male,White,U.S. District Court
1341,1383626,Langley,Orville,Edwin, ,10,28,1908,near Prague,OK,Male,White,U.S. District Court
1342,1383631,Lanning,William,Mershon, ,1,1,1849,Mercer County,NJ,Male,White,U.S. District Court
5197986,5197986,Lanza,Dominic,William,,,,1976,Seattle,WA,Male,White,U.S. District Court
3167,1392671,Laplante,Joseph,Normand, ,,,1965,Nashua,NH,Male,White,U.S. District Court
1343,1383636,Laramore,Don,Nelson, ,12,22,1906,Starke County,IN,Male,White,Other
1344,1383641,Larimer,David,G., ,,,1944,Rochester,NY,Male,White,U.S. District Court
1345,1383646,Larkins,John,Davis,Jr.,6,8,1909,Morristown,TN,Male,White,U.S. District Court
3984221,3984221,Larsen,Joan,Louise,,,,1968,Waterloo/Cedar Falls,IA,Female,White,U.S. Court of Appeals
1346,1383651,Larson,Earl,Richard, ,12,18,1911,Minneapolis,MN,Male,White,U.S. District Court
3105,1392361,Larson,Stephen,G., ,,,1964,Fontana,CA,Male,White,U.S. District Court
1347,1383656,Lasker,Morris,Edward, ,7,17,1917,Hartsdale,NY,Male,White,U.S. District Court
2797,1390821,Lasnik,Robert,S., ,,,1951,Staten Island,NY,Male,White,U.S. District Court
1348,1383661,Latchum,James,Levin, ,12,23,1918,Milford,DE,Male,White,U.S. District Court
3544,1394551,Lauck,Mary,Hannah, ,,,1963,Alexandria,VA,Female,White,U.S. District Court
1349,1383666,Laughrey,Nanette,Kay, ,,,1946,Cheyenne,WY,Female,White,U.S. District Court
1350,1383671,Laurance,John, , ,,,1750,near Falmouth,England,Male,White,U.S. District Court
1351,1383676,Law,Richard, , ,3,7,1733,Milford,CT,Male,White,U.S. District Court
1352,1383681,Lawrence,Alexander,Atkinson,Jr.,12,28,1906,Savannah,GA,Male,White,U.S. District Court
3309,1393381,Lawrence,Charles,Drummond, ,8,5,1878,North Yarmouth,ME,Male,White,Other
3181,1392741,Lawrence,William,T., ,,,1947,Indianapolis,IN,Male,White,U.S. District Court
1354,1383691,Laws,Bolitha,James, ,8,22,1891,Washington,DC,Male,White,U.S. District Court
2865,1391161,Lawson,David,M., ,,,1951,Detroit,MI,Male,White,U.S. District Court
1355,1383696,Lawson,Hugh, , ,,,1941,Hawkinsville,GA,Male,White,U.S. District Court
1356,1383701,Lay,Donald,Pomery, ,8,24,1926,Princeton,IL,Male,White,U.S. Court of Appeals
1357,1383706,Layton,Caleb,Rodney,III,7,4,1907,Georgetown,DE,Male,White,U.S. District Court
2738,1390531,Lazzara,Richard,A., ,,,1945,Tampa,FL,Male,White,U.S. District Court
2694,1390321,Leahy,Edward,Lawrence, ,2,9,1886,Bristol,RI,Male,White,U.S. District Court
1358,1383711,Leahy,Paul,Conway, ,2,9,1904,Wilmington,DE,Male,White,U.S. District Court
1359,1383716,Leamy,James,Patrick, ,1,16,1892,West Rutland,VT,Male,White,U.S. District Court
1360,1383721,Leavitt,Humphrey,Howe, ,6,18,1796,Suffield,CT,Male,White,U.S. District Court
1361,1383726,Leavy,Charles,Henry, ,2,16,1884,York,PA,Male,White,U.S. District Court
1362,1383731,Leavy,Edward, , ,,,1929,near Aurora,OR,Male,White,U.S. District Court
1363,1383736,Lechner,Alfred,James,Jr.,,,1948,Elizabeth,NJ,Male,White,U.S. District Court
1364,1383741,Leddy,Bernard,Joseph, ,3,18,1910,Underhill,VT,Male,White,U.S. District Court
1365,1383746,Lederle,Arthur,F., ,11,25,1887,Leland,MI,Male,White,U.S. District Court
1366,1383751,Lee,Donald,John, ,7,24,1927,Pittsburgh,PA,Male,White,U.S. District Court
1367,1383756,Lee,Elmo,Pearce, ,2,10,1882,Coushatta,LA,Male,White,U.S. Court of Appeals
2809,1390881,Lee,Gerald,Bruce, ,,,1952,Washington,DC,Male,African American,U.S. District Court
3428,1393976,Lee,John,Zihun, ,,,1968,Aachen,Germany,Male,Asian American,U.S. District Court
6453086,6453086,Lee,Kenneth,Kiyul,,,,1975,Seoul,South Korea,Male,Asian American,U.S. Court of Appeals
1368,1383761,Lee,Thomas, , ,12,1,1769,Charleston,SC,Male,White,U.S. District Court
1369,1383766,Lee,Tom,Stewart, ,,,1941,Jackson,MI,Male,White,U.S. District Court
1370,1383771,Lee,William,Charles, ,,,1938,Fort Wayne,IN,Male,White,U.S. District Court
3574,1394701,Leeson,Joseph,F.,Jr.,,,1955,Allentown,PA,Male,White,U.S. District Court
2882,1391246,Lefkow,Joan,Humphrey, ,,,1944,Rural Nemaha County,KS,Female,White,U.S. District Court
159,1377761,Legg,Benson,Everett, ,,,1947,Baltimore,MD,Male,White,U.S. District Court
1371,1383776,Legge,Charles,A., ,,,1930,San Francisco,CA,Male,White,U.S. District Court
1372,1383781,Leibell,Vincent,L., ,12,10,1883,New York,NY,Male,White,U.S. District Court
6731091,6731091,Leichty,Damon,Ray,,,,1971,Rensselaer,IN,Male,White,U.S. District Court
1373,1383786,Leighton,George,Neves, ,10,22,1912,New Bedford,MA,Male,African American,U.S. District Court
2965,1391661,Leighton,Ronald,B., ,,,1951,Stockton,CA,Male,White,U.S. District Court
1374,1383791,Leinenweber,Harry,Daniel, ,,,1937,Joliet,IL,Male,White,U.S. District Court
1375,1383796,Leisure,Peter,Keeton, ,3,21,1929,New York,NY,Male,White,U.S. District Court
3512,1394391,Leitman,Matthew,Frederick, ,,,1968,Detroit,MI,Male,White,U.S. District Court
2763,1390651,Lemelle,Ivan,L. R., ,,,1950,Opelousas,LA,Male,African American,U.S. District Court
1376,1383801,Lemley,Harry,Jacob, ,8,6,1883,Upperville,VA,Male,White,U.S. District Court
1377,1383806,Lemmon,Dal,Millington, ,10,29,1887,Newton,KS,Male,White,U.S. District Court
1378,1383811,Lemmon,Mary Ann,Vial, ,,,1941,New Orleans,LA,Female,White,U.S. District Court
1379,1383816,Lenard,Joan,A., ,,,1952,Amityville,NY,Female,White,U.S. District Court
3312,1393396,Lenroot,Irvine,Luther, ,1,31,1869,Superior,WI,Male,White,Other
2921,1391441,Leon,Richard,J., ,,,1949,South Natick,MA,Male,White,U.S. District Court
1380,1383821,Leonard,Timothy,D., ,,,1940,Beaver,OK,Male,White,U.S. District Court
1381,1383826,Letts,Fred,Dickinson, ,4,26,1875,Ainsworth,IA,Male,White,U.S. District Court
1382,1383831,Letts,Ira,Lloyd, ,5,29,1889,Cortland County,NY,Male,White,U.S. District Court
1383,1383836,Letts,John,Spencer, ,12,19,1934,St. Louis,MO,Male,White,U.S. District Court
1384,1383841,Leval,Pierre,Nelson, ,,,1936,New York,NY,Male,White,U.S. District Court
1385,1383846,Leventhal,Harold, , ,1,5,1915,New York,NY,Male,White,U.S. Court of Appeals
1386,1383851,Levet,Richard,Harrington, ,1,24,1894,Geneva,NY,Male,White,U.S. District Court
1387,1383856,Levi,David,F., ,,,1951,Chicago,IL,Male,White,U.S. District Court
1388,1383861,Levin,Gerald,Sanford, ,1,1,1906,Danville,IL,Male,White,U.S. District Court
1389,1383866,Levin,Theodore, , ,2,18,1897,Chicago,IL,Male,White,U.S. District Court
3526,1394461,Levy,Jon,David, ,,,1954,New York,NY,Male,White,U.S. District Court
3513,1394396,Levy,Judith,Ellen, ,,,1958,Bloomington,IN,Female,White,U.S. District Court
